getID,getDtDef,getIsFirstClassConcept,getIsSpecialCase,getMsItemKindString,getInheritedDtDef,getInheritedMsItemKindString,Xml,
2606,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
2692,,false,false,xs:group,slash,xs:attribute,<xs:group ref="slash" minOccurs="0"/>,
2762,,false,false,xs:group,time-signature,xs:group,<xs:group ref="time-signature" maxOccurs="unbounded"/>,
2777,,false,false,xs:group,traditional-key,xs:group,<xs:group ref="traditional-key"/>,
2779,,false,false,xs:group,non-traditional-key,xs:group,<xs:group ref="non-traditional-key" minOccurs="0" maxOccurs="unbounded"/>,
2880,,false,false,xs:group,slash,xs:attribute,<xs:group ref="slash" minOccurs="0"/>,
2939,,false,false,xs:group,tuning,xs:group,<xs:group ref="tuning"/>,
2950,,false,false,xs:group,time-signature,xs:group,<xs:group ref="time-signature" maxOccurs="unbounded"/>,
3024,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
3110,,false,false,xs:group,tuning,xs:group,<xs:group ref="tuning"/>,
3309,,false,false,xs:group,editorial-voice-direction,xs:group,<xs:group ref="editorial-voice-direction"/>,
3311,,false,false,xs:group,staff,xs:group,<xs:group ref="staff" minOccurs="0"/>,
3521,,false,false,xs:group,harmony-chord,xs:group,<xs:group ref="harmony-chord" maxOccurs="unbounded"/>,
3532,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
3534,,false,false,xs:group,staff,xs:group,<xs:group ref="staff" minOccurs="0"/>,
3618,,false,false,xs:group,beat-unit,xs:group,<xs:group ref="beat-unit"/>,
3624,,false,false,xs:group,beat-unit,xs:group,<xs:group ref="beat-unit"/>,
3847,,false,false,xs:group,layout,xs:group,<xs:group ref="layout"/>,
4241,,false,false,xs:group,all-margins,xs:group,<xs:group ref="all-margins"/>,
4305,,false,false,xs:group,left-right-margins,xs:group,<xs:group ref="left-right-margins"/>,
4487,,false,false,xs:group,duration,xs:group,<xs:group ref="duration"/>,
4489,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
4612,,false,false,xs:group,duration,xs:group,<xs:group ref="duration" minOccurs="0"/>,
4615,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
4629,,false,false,xs:group,duration,xs:group,<xs:group ref="duration"/>,
4631,,false,false,xs:group,editorial-voice,xs:group,<xs:group ref="editorial-voice"/>,
4633,,false,false,xs:group,staff,xs:group,<xs:group ref="staff" minOccurs="0"/>,
4853,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
4909,,false,false,xs:group,editorial,xs:attribute,<xs:group ref="editorial"/>,
4968,,false,false,xs:group,full-note,xs:group,<xs:group ref="full-note"/>,
